Spot,Title,Address,Longitude,Latitude,Available
400624,豊田合成リンク受付テント付近,愛知県名古屋市東区東桜１丁目１１−１,136.910150524378,35.1712581627196,start
403843,キッチンカー [AICHI],,136.909518255789,35.171676651079,start
